HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
Levante,Mallorca,0,0,D,0,0,D,2011
Malaga,Ath Madrid,0,0,D,0,0,D,2011
Real Madrid,Granada,5,1,H,2,1,H,2011
Santander,Zaragoza,1,0,H,1,0,H,2011
Sociedad,Osasuna,0,0,D,0,0,D,2011
Betis,Sp Gijon,2,0,H,1,0,H,2011
Espanol,Barcelona,1,1,D,0,1,A,2011
Getafe,Ath Bilbao,0,0,D,0,0,D,2011
Vallecano,Sevilla,2,1,H,1,0,H,2011
Villarreal,Valencia,2,2,D,2,1,H,2011
Granada,Vallecano,1,2,A,0,1,A,2011
Mallorca,Real Madrid,1,2,A,1,0,H,2011
Sevilla,Espanol,0,0,D,0,0,D,2011
Valencia,Sociedad,0,1,A,0,0,D,2011
Zaragoza,Getafe,1,1,D,1,0,H,2011
Ath Bilbao,Levante,3,0,H,2,0,H,2011
Ath Madrid,Villarreal,3,0,H,1,0,H,2011
Barcelona,Betis,4,2,H,2,1,H,2011
Osasuna,Santander,0,2,A,0,1,A,2011
Sp Gijon,Malaga,2,1,H,1,0,H,2011
Betis,Sevilla,1,1,D,1,1,D,2011
Espanol,Granada,3,0,H,2,0,H,2011
Santander,Getafe,1,2,A,1,1,D,2011
Sociedad,Ath Madrid,0,4,A,0,1,A,2011
Levante,Zaragoza,0,0,D,0,0,D,2011
Malaga,Barcelona,1,4,A,0,1,A,2011
Osasuna,Valencia,1,1,D,0,0,D,2011
Real Madrid,Ath Bilbao,4,1,H,1,1,D,2011
Vallecano,Mallorca,0,1,A,0,0,D,2011
Villarreal,Sp Gijon,3,0,H,0,0,D,2011
Espanol,Mallorca,1,0,H,1,0,H,2011
Real Madrid,Zaragoza,3,1,H,1,1,D,2011
Vallecano,Ath Bilbao,2,3,A,2,2,D,2011
Villarreal,Barcelona,0,0,D,0,0,D,2011
Betis,Granada,1,2,A,0,2,A,2011
Levante,Getafe,1,2,A,0,1,A,2011
Malaga,Sevilla,2,1,H,2,1,H,2011
Santander,Valencia,2,2,D,1,0,H,2011
Sociedad,Sp Gijon,5,1,H,2,0,H,2011
Osasuna,Ath Madrid,0,1,A,0,1,A,2011
Ath Bilbao,Espanol,3,3,D,1,1,D,2011
Barcelona,Sociedad,2,1,H,1,0,H,2011
Getafe,Real Madrid,0,1,A,0,1,A,2011
Levante,Santander,1,1,D,1,0,H,2011
Mallorca,Betis,1,0,H,1,0,H,2011
Ath Madrid,Valencia,0,0,D,0,0,D,2011
Sevilla,Villarreal,1,2,A,1,1,D,2011
Sp Gijon,Osasuna,1,1,D,1,0,H,2011
Zaragoza,Vallecano,1,2,A,1,0,H,2011
Granada,Malaga,2,1,H,0,0,D,2011
Betis,Ath Bilbao,2,1,H,1,1,D,2011
Osasuna,Barcelona,3,2,H,2,0,H,2011
Santander,Ath Madrid,0,0,D,0,0,D,2011
Espanol,Zaragoza,0,2,A,0,0,D,2011
Malaga,Mallorca,3,1,H,1,1,D,2011
Real Madrid,Levante,4,2,H,1,1,D,2011
Valencia,Sp Gijon,4,0,H,1,0,H,2011
Vallecano,Getafe,2,0,H,1,0,H,2011
Villarreal,Granada,3,1,H,1,0,H,2011
Sociedad,Sevilla,2,0,H,0,0,D,2011
Getafe,Espanol,1,1,D,0,0,D,2011
Real Madrid,Santander,4,0,H,2,0,H,2011
Sevilla,Osasuna,2,0,H,1,0,H,2011
Ath Bilbao,Malaga,3,0,H,0,0,D,2011
Barcelona,Valencia,5,1,H,2,1,H,2011
Granada,Sociedad,4,1,H,1,1,D,2011
Levante,Vallecano,3,5,A,0,1,A,2011
Mallorca,Villarreal,4,0,H,1,0,H,2011
Sp Gijon,Ath Madrid,1,1,D,1,1,D,2011
Zaragoza,Betis,0,2,A,0,1,A,2011
Betis,Getafe,1,1,D,0,0,D,2011
Espanol,Levante,1,2,A,0,1,A,2011
Malaga,Zaragoza,5,1,H,1,1,D,2011
Santander,Sp Gijon,1,1,D,0,1,A,2011
Ath Madrid,Barcelona,1,2,A,0,1,A,2011
Osasuna,Granada,2,1,H,2,1,H,2011
Sociedad,Mallorca,1,0,H,0,0,D,2011
Valencia,Sevilla,1,2,A,1,1,D,2011
Vallecano,Real Madrid,0,1,A,0,0,D,2011
Villarreal,Ath Bilbao,2,2,D,1,0,H,2011
Barcelona,Sp Gijon,3,1,H,1,0,H,2011
Getafe,Malaga,1,3,A,1,0,H,2011
Mallorca,Osasuna,1,1,D,0,1,A,2011
Sevilla,Ath Madrid,1,1,D,0,1,A,2011
Vallecano,Santander,4,2,H,1,2,A,2011
Ath Bilbao,Sociedad,2,0,H,1,0,H,2011
Granada,Valencia,0,1,A,0,1,A,2011
Real Madrid,Espanol,5,0,H,2,0,H,2011
Zaragoza,Villarreal,2,1,H,0,1,A,2011
Levante,Betis,3,1,H,2,1,H,2011
Betis,Real Madrid,2,3,A,1,1,D,2011
Malaga,Levante,1,0,H,0,0,D,2011
Sociedad,Zaragoza,3,0,H,3,0,H,2011
Sp Gijon,Sevilla,1,0,H,1,0,H,2011
Ath Madrid,Granada,2,0,H,1,0,H,2011
Espanol,Vallecano,5,1,H,4,0,H,2011
Osasuna,Ath Bilbao,2,1,H,2,0,H,2011
Santander,Barcelona,0,2,A,0,1,A,2011
Valencia,Mallorca,2,2,D,2,0,H,2011
Villarreal,Getafe,1,2,A,1,1,D,2011
Getafe,Sociedad,1,0,H,0,0,D,2011
Granada,Sp Gijon,2,1,H,2,0,H,2011
Sevilla,Barcelona,0,2,A,0,2,A,2011
Vallecano,Betis,3,0,H,0,0,D,2011
Zaragoza,Osasuna,1,1,D,0,0,D,2011
Ath Bilbao,Valencia,0,3,A,0,1,A,2011
Levante,Villarreal,1,0,H,0,0,D,2011
Mallorca,Ath Madrid,2,1,H,0,0,D,2011
Real Madrid,Malaga,1,1,D,1,0,H,2011
Espanol,Santander,3,1,H,2,1,H,2011
Barcelona,Granada,5,3,H,2,0,H,2011
Osasuna,Getafe,0,0,D,0,0,D,2011
Ath Madrid,Ath Bilbao,2,1,H,0,0,D,2011
Sociedad,Levante,1,3,A,1,2,A,2011
Sp Gijon,Mallorca,2,3,A,1,1,D,2011
Valencia,Zaragoza,1,2,A,1,1,D,2011
Villarreal,Real Madrid,1,1,D,0,0,D,2011
Betis,Espanol,1,1,D,0,0,D,2011
Malaga,Vallecano,4,2,H,1,1,D,2011
Santander,Sevilla,0,3,A,0,1,A,2011
Getafe,Valencia,3,1,H,3,1,H,2011
Mallorca,Barcelona,0,2,A,0,1,A,2011
Real Madrid,Sociedad,5,1,H,3,1,H,2011
Ath Bilbao,Sp Gijon,1,1,D,0,0,D,2011
Betis,Santander,1,1,D,1,0,H,2011
Espanol,Malaga,1,2,A,1,0,H,2011
Levante,Osasuna,0,2,A,0,1,A,2011
Vallecano,Villarreal,0,2,A,0,1,A,2011
Zaragoza,Ath Madrid,1,0,H,0,0,D,2011
Granada,Sevilla,0,3,A,0,1,A,2011
Barcelona,Ath Bilbao,2,0,H,1,0,H,2011
Malaga,Betis,0,2,A,0,2,A,2011
Osasuna,Real Madrid,1,5,A,0,3,A,2011
Santander,Granada,0,1,A,0,0,D,2011
Sp Gijon,Zaragoza,1,2,A,0,1,A,2011
Ath Madrid,Getafe,3,0,H,1,0,H,2011
Sociedad,Vallecano,4,0,H,2,0,H,2011
Valencia,Levante,1,1,D,1,0,H,2011
Villarreal,Espanol,0,0,D,0,0,D,2011
Sevilla,Mallorca,3,1,H,0,0,D,2011
Betis,Villarreal,3,1,H,2,0,H,2011
Espanol,Sociedad,2,2,D,1,2,A,2011
Getafe,Sp Gijon,2,0,H,1,0,H,2011
Vallecano,Osasuna,6,0,H,4,0,H,2011
Zaragoza,Barcelona,1,4,A,1,2,A,2011
Ath Bilbao,Sevilla,1,0,H,0,0,D,2011
Levante,Ath Madrid,2,0,H,2,0,H,2011
Mallorca,Granada,0,0,D,0,0,D,2011
Real Madrid,Valencia,0,0,D,0,0,D,2011
Malaga,Santander,3,0,H,1,0,H,2011
Barcelona,Getafe,4,0,H,2,0,H,2011
Osasuna,Espanol,2,0,H,0,0,D,2011
Sociedad,Betis,1,1,D,0,0,D,2011
Ath Madrid,Real Madrid,1,4,A,0,1,A,2011
Granada,Ath Bilbao,2,2,D,1,0,H,2011
Sp Gijon,Levante,3,2,H,1,1,D,2011
Valencia,Vallecano,4,1,H,1,0,H,2011
Santander,Mallorca,0,3,A,0,1,A,2011
Sevilla,Zaragoza,3,0,H,3,0,H,2011
Villarreal,Malaga,2,1,H,0,0,D,2011
Levante,Barcelona,1,2,A,1,0,H,2011
Real Madrid,Sp Gijon,3,1,H,1,1,D,2011
Ath Bilbao,Mallorca,1,0,H,1,0,H,2011
Betis,Osasuna,1,0,H,1,0,H,2011
Espanol,Valencia,4,0,H,2,0,H,2011
Malaga,Sociedad,1,1,D,1,0,H,2011
Vallecano,Ath Madrid,0,1,A,0,0,D,2011
Villarreal,Santander,1,1,D,0,0,D,2011
Zaragoza,Granada,1,0,H,1,0,H,2011
Getafe,Sevilla,5,1,H,1,1,D,2011
Barcelona,Real Madrid,1,2,A,0,1,A,2011
Mallorca,Zaragoza,1,0,H,1,0,H,2011
Sevilla,Levante,1,1,D,1,1,D,2011
Sp Gijon,Vallecano,2,1,H,1,0,H,2011
Ath Madrid,Espanol,3,1,H,1,1,D,2011
Granada,Getafe,1,0,H,1,0,H,2011
Santander,Ath Bilbao,0,1,A,0,1,A,2011
Sociedad,Villarreal,1,1,D,0,1,A,2011
Valencia,Betis,4,0,H,1,0,H,2011
Osasuna,Malaga,1,1,D,0,0,D,2011
Espanol,Sp Gijon,0,3,A,0,0,D,2011
Getafe,Mallorca,1,3,A,0,1,A,2011
Levante,Granada,3,1,H,0,0,D,2011
Sociedad,Santander,3,0,H,0,0,D,2011
Villarreal,Osasuna,1,1,D,1,0,H,2011
Betis,Ath Madrid,2,2,D,0,0,D,2011
Malaga,Valencia,1,0,H,1,0,H,2011
Real Madrid,Sevilla,3,0,H,1,0,H,2011
Vallecano,Barcelona,0,7,A,0,3,A,2011
Zaragoza,Ath Bilbao,2,0,H,1,0,H,2011
Getafe,Santander,1,1,D,0,0,D,2011
Granada,Espanol,2,1,H,2,0,H,2011
Sp Gijon,Villarreal,2,3,A,1,2,A,2011
Ath Bilbao,Real Madrid,0,3,A,0,2,A,2011
Ath Madrid,Sociedad,1,1,D,0,0,D,2011
Barcelona,Malaga,4,1,H,2,1,H,2011
Mallorca,Vallecano,1,0,H,0,0,D,2011
Sevilla,Betis,1,2,A,1,1,D,2011
Valencia,Osasuna,4,0,H,0,0,D,2011
Zaragoza,Levante,1,0,H,1,0,H,2011
Ath Bilbao,Getafe,0,0,D,0,0,D,2011
Ath Madrid,Malaga,2,1,H,0,1,A,2011
Barcelona,Espanol,4,0,H,1,0,H,2011
Granada,Real Madrid,1,2,A,1,0,H,2011
Mallorca,Levante,1,0,H,0,0,D,2011
Osasuna,Sociedad,1,0,H,1,0,H,2011
Sevilla,Vallecano,5,2,H,2,1,H,2011
Sp Gijon,Betis,2,1,H,1,1,D,2011
Valencia,Villarreal,1,0,H,0,0,D,2011
Zaragoza,Santander,2,1,H,1,1,D,2011
Betis,Barcelona,2,2,D,0,1,A,2011
Sociedad,Valencia,1,0,H,0,0,D,2011
Espanol,Sevilla,1,1,D,0,1,A,2011
Getafe,Zaragoza,0,2,A,0,0,D,2011
Levante,Ath Bilbao,3,0,H,1,0,H,2011
Malaga,Sp Gijon,1,0,H,0,0,D,2011
Real Madrid,Mallorca,4,1,H,2,0,H,2011
Santander,Osasuna,2,4,A,1,0,H,2011
Vallecano,Granada,1,0,H,0,0,D,2011
Villarreal,Ath Madrid,0,1,A,0,0,D,2011
Celta,Malaga,0,1,A,0,0,D,2012
Mallorca,Espanol,2,1,H,1,1,D,2012
Sevilla,Getafe,2,1,H,2,0,H,2012
Ath Bilbao,Betis,3,5,A,0,3,A,2012
Barcelona,Sociedad,5,1,H,4,1,H,2012
Levante,Ath Madrid,1,1,D,1,1,D,2012
Real Madrid,Valencia,1,1,D,1,1,D,2012
La Coruna,Osasuna,2,0,H,0,0,D,2012
Vallecano,Granada,1,0,H,0,0,D,2012
Zaragoza,Valladolid,0,1,A,0,1,A,2012
Betis,Vallecano,1,2,A,1,1,D,2012
Espanol,Zaragoza,1,2,A,1,0,H,2012
Malaga,Mallorca,1,1,D,0,0,D,2012
Sociedad,Celta,2,1,H,0,0,D,2012
Getafe,Real Madrid,2,1,H,0,1,A,2012
Granada,Sevilla,1,1,D,1,1,D,2012
Osasuna,Barcelona,1,2,A,1,0,H,2012
Valencia,La Coruna,3,3,D,3,1,H,2012
Ath Madrid,Ath Bilbao,4,0,H,2,0,H,2012
Valladolid,Levante,2,0,H,1,0,H,2012
Celta,Osasuna,2,0,H,0,0,D,2012
La Coruna,Getafe,1,1,D,1,1,D,2012
Mallorca,Sociedad,1,0,H,0,0,D,2012
Zaragoza,Malaga,0,1,A,0,0,D,2012
Ath Bilbao,Valladolid,2,0,H,0,0,D,2012
Barcelona,Valencia,1,0,H,1,0,H,2012
Levante,Espanol,3,2,H,0,2,A,2012
Real Madrid,Granada,3,0,H,1,0,H,2012
Vallecano,Sevilla,0,0,D,0,0,D,2012
Getafe,Barcelona,1,4,A,0,1,A,2012
Malaga,Levante,3,1,H,1,0,H,2012
Sevilla,Real Madrid,1,0,H,1,0,H,2012
Valencia,Celta,2,1,H,1,1,D,2012
Ath Madrid,Vallecano,4,3,H,1,0,H,2012
Espanol,Ath Bilbao,3,3,D,2,0,H,2012
Granada,La Coruna,1,1,D,0,1,A,2012
Osasuna,Mallorca,1,1,D,0,0,D,2012
Sociedad,Zaragoza,2,0,H,0,0,D,2012
Valladolid,Betis,0,1,A,0,0,D,2012
Barcelona,Granada,2,0,H,0,0,D,2012
Betis,Espanol,1,0,H,1,0,H,2012
Celta,Getafe,2,1,H,0,0,D,2012
Zaragoza,Osasuna,3,1,H,2,1,H,2012
Ath Bilbao,Malaga,0,0,D,0,0,D,2012
Ath Madrid,Valladolid,2,1,H,2,0,H,2012
Levante,Sociedad,2,1,H,0,1,A,2012
Mallorca,Valencia,2,0,H,1,0,H,2012
La Coruna,Sevilla,0,2,A,0,0,D,2012
Vallecano,Real Madrid,0,2,A,0,1,A,2012
Betis,Ath Madrid,2,4,A,2,1,H,2012
Malaga,Betis,4,0,H,2,0,H,2012
Sevilla,Barcelona,2,3,A,1,0,H,2012
Sociedad,Ath Bilbao,2,0,H,0,0,D,2012
Valencia,Zaragoza,2,0,H,1,0,H,2012
Espanol,Ath Madrid,0,1,A,0,1,A,2012
Granada,Celta,2,1,H,2,1,H,2012
Osasuna,Levante,4,0,H,0,0,D,2012
Real Madrid,La Coruna,5,1,H,3,1,H,2012
Valladolid,Vallecano,6,1,H,4,1,H,2012
Getafe,Mallorca,1,0,H,0,0,D,2012
Celta,Sevilla,2,0,H,0,0,D,2012
Betis,Sociedad,2,0,H,1,0,H,2012
Valladolid,Espanol,1,1,D,0,0,D,2012
Vallecano,La Coruna,2,1,H,2,1,H,2012
Zaragoza,Getafe,0,1,A,0,0,D,2012
Ath Bilbao,Osasuna,1,0,H,1,0,H,2012
Ath Madrid,Malaga,2,1,H,1,1,D,2012
Barcelona,Real Madrid,2,2,D,1,1,D,2012
Levante,Valencia,1,0,H,1,0,H,2012
Mallorca,Granada,1,2,A,0,0,D,2012
La Coruna,Barcelona,4,5,A,2,4,A,2012
Malaga,Valladolid,2,1,H,1,1,D,2012
Real Madrid,Celta,2,0,H,1,0,H,2012
Valencia,Ath Bilbao,3,2,H,1,2,A,2012
Espanol,Vallecano,3,2,H,1,1,D,2012
Getafe,Levante,0,1,A,0,0,D,2012
Granada,Zaragoza,1,2,A,0,2,A,2012
Osasuna,Betis,0,0,D,0,0,D,2012
Sociedad,Ath Madrid,0,1,A,0,0,D,2012
Sevilla,Mallorca,3,2,H,1,2,A,2012
Betis,Valencia,1,0,H,1,0,H,2012
Celta,La Coruna,1,1,D,1,1,D,2012
Espanol,Malaga,0,0,D,0,0,D,2012
Vallecano,Barcelona,0,5,A,0,1,A,2012
Ath Bilbao,Getafe,1,2,A,0,1,A,2012
Ath Madrid,Osasuna,3,1,H,2,1,H,2012
Levante,Granada,3,1,H,1,0,H,2012
Mallorca,Real Madrid,0,5,A,0,2,A,2012
Zaragoza,Sevilla,2,1,H,2,0,H,2012
Valladolid,Sociedad,2,2,D,1,1,D,2012
Barcelona,Celta,3,1,H,2,1,H,2012
Malaga,Vallecano,1,2,A,0,1,A,2012
Real Madrid,Zaragoza,4,0,H,2,0,H,2012
Valencia,Ath Madrid,2,0,H,1,0,H,2012
Granada,Ath Bilbao,1,2,A,0,2,A,2012
La Coruna,Mallorca,1,0,H,1,0,H,2012
Osasuna,Valladolid,0,1,A,0,0,D,2012
Sevilla,Levante,0,0,D,0,0,D,2012
Sociedad,Espanol,0,1,A,0,0,D,2012
Getafe,Betis,2,4,A,0,0,D,2012
Betis,Granada,1,2,A,0,1,A,2012
Espanol,Osasuna,0,3,A,0,1,A,2012
Malaga,Sociedad,1,2,A,1,1,D,2012
Vallecano,Celta,3,2,H,0,2,A,2012
Zaragoza,La Coruna,5,3,H,1,2,A,2012
Ath Bilbao,Sevilla,2,1,H,2,0,H,2012
Ath Madrid,Getafe,2,0,H,2,0,H,2012
Levante,Real Madrid,1,2,A,0,1,A,2012
Mallorca,Barcelona,2,4,A,0,3,A,2012
Valladolid,Valencia,1,1,D,0,1,A,2012
Barcelona,Zaragoza,3,1,H,2,1,H,2012
Osasuna,Malaga,0,0,D,0,0,D,2012
Real Madrid,Ath Bilbao,5,1,H,3,1,H,2012
Valencia,Espanol,2,1,H,1,1,D,2012
Celta,Mallorca,1,1,D,0,1,A,2012
Getafe,Valladolid,2,1,H,0,1,A,2012
Granada,Ath Madrid,0,1,A,0,0,D,2012
La Coruna,Levante,0,2,A,0,1,A,2012
Sevilla,Betis,5,1,H,4,0,H,2012
Sociedad,Vallecano,4,0,H,2,0,H,2012
Sociedad,Osasuna,0,0,D,0,0,D,2012
Betis,Real Madrid,1,0,H,1,0,H,2012
Malaga,Valencia,4,0,H,1,0,H,2012
Valladolid,Granada,1,0,H,0,0,D,2012
Vallecano,Mallorca,2,0,H,0,0,D,2012
Ath Bilbao,La Coruna,1,1,D,1,0,H,2012
Ath Madrid,Sevilla,4,0,H,3,0,H,2012
Espanol,Getafe,0,2,A,0,1,A,2012
Levante,Barcelona,0,4,A,0,0,D,2012
Zaragoza,Celta,0,1,A,0,0,D,2012
Osasuna,Vallecano,1,0,H,1,0,H,2012
Barcelona,Ath Bilbao,5,1,H,3,0,H,2012
Getafe,Malaga,1,0,H,0,0,D,2012
Real Madrid,Ath Madrid,2,0,H,1,0,H,2012
Valencia,Sociedad,2,5,A,1,1,D,2012
Celta,Levante,1,1,D,1,0,H,2012
Granada,Espanol,0,0,D,0,0,D,2012
La Coruna,Betis,2,3,A,0,1,A,2012
Mallorca,Zaragoza,1,1,D,0,1,A,2012
Sevilla,Valladolid,1,2,A,0,2,A,2012
Espanol,Sevilla,2,2,D,1,1,D,2012
Malaga,Granada,4,0,H,2,0,H,2012
Osasuna,Valencia,0,1,A,0,0,D,2012
Sociedad,Getafe,1,1,D,0,0,D,2012
Valladolid,Real Madrid,2,3,A,2,2,D,2012
Ath Bilbao,Celta,1,0,H,1,0,H,2012
Ath Madrid,La Coruna,6,0,H,3,0,H,2012
Betis,Barcelona,1,2,A,1,2,A,2012
Levante,Mallorca,4,0,H,1,0,H,2012
Vallecano,Zaragoza,0,2,A,0,1,A,2012
Getafe,Osasuna,1,1,D,0,0,D,2012
Granada,Sociedad,0,0,D,0,0,D,2012
Mallorca,Ath Bilbao,0,1,A,0,1,A,2012
Sevilla,Malaga,0,2,A,0,0,D,2012
Barcelona,Ath Madrid,4,1,H,2,1,H,2012
Real Madrid,Espanol,2,2,D,1,1,D,2012
Valencia,Vallecano,0,1,A,0,0,D,2012
Zaragoza,Levante,0,1,A,0,1,A,2012
Celta,Betis,0,1,A,0,0,D,2012
La Coruna,Valladolid,0,0,D,0,0,D,2012
Espanol,La Coruna,2,0,H,1,0,H,2012
Sociedad,Sevilla,2,1,H,1,0,H,2012
Vallecano,Levante,3,0,H,0,0,D,2012
Ath Madrid,Celta,1,0,H,0,0,D,2012
Valencia,Getafe,4,2,H,3,1,H,2012
Ath Bilbao,Zaragoza,0,2,A,0,2,A,2012
Betis,Mallorca,1,2,A,1,1,D,2012
Malaga,Real Madrid,3,2,H,0,0,D,2012
Osasuna,Granada,1,2,A,1,1,D,2012
Valladolid,Barcelona,1,3,A,0,1,A,2012
Zaragoza,Betis,1,2,A,0,1,A,2012
Granada,Valencia,1,2,A,0,0,D,2012
La Coruna,Malaga,1,0,H,0,0,D,2012
Levante,Ath Bilbao,3,1,H,2,1,H,2012
Sevilla,Osasuna,1,0,H,0,0,D,2012
Barcelona,Espanol,4,0,H,4,0,H,2012
Celta,Valladolid,3,1,H,2,1,H,2012
Mallorca,Ath Madrid,1,1,D,0,0,D,2012
Real Madrid,Sociedad,4,3,H,2,2,D,2012
Vallecano,Getafe,3,1,H,2,0,H,2012
Ath Bilbao,Vallecano,1,2,A,0,0,D,2012
Espanol,Celta,1,0,H,1,0,H,2012
Osasuna,Real Madrid,0,0,D,0,0,D,2012
Valencia,Sevilla,2,0,H,0,0,D,2012
Valladolid,Mallorca,3,1,H,1,1,D,2012
Ath Madrid,Zaragoza,2,0,H,2,0,H,2012
Betis,Levante,2,0,H,1,0,H,2012
Malaga,Barcelona,1,3,A,0,1,A,2012
Sociedad,La Coruna,1,1,D,1,1,D,2012
Getafe,Granada,2,2,D,2,1,H,2012
Espanol,Mallorca,3,2,H,1,2,A,2012
Getafe,Sevilla,1,1,D,1,1,D,2012
Granada,Vallecano,2,0,H,1,0,H,2012
Malaga,Celta,1,1,D,1,0,H,2012
Sociedad,Barcelona,3,2,H,1,2,A,2012
Ath Madrid,Levante,2,0,H,1,0,H,2012
Osasuna,La Coruna,2,1,H,1,0,H,2012
Valencia,Real Madrid,0,5,A,0,5,A,2012
Valladolid,Zaragoza,2,0,H,1,0,H,2012
Betis,Ath Bilbao,1,1,D,1,1,D,2012
Celta,Sociedad,1,1,D,1,0,H,2012
La Coruna,Valencia,2,3,A,2,1,H,2012
Levante,Valladolid,2,1,H,1,1,D,2012
Zaragoza,Espanol,0,0,D,0,0,D,2012
Ath Bilbao,Ath Madrid,3,0,H,0,0,D,2012
Barcelona,Osasuna,5,1,H,3,1,H,2012
Mallorca,Malaga,2,3,A,1,2,A,2012
Real Madrid,Getafe,4,0,H,0,0,D,2012
Vallecano,Betis,3,0,H,1,0,H,2012
Sevilla,Granada,3,0,H,1,0,H,2012
Valladolid,Ath Bilbao,2,2,D,2,1,H,2012
Espanol,Levante,3,2,H,1,0,H,2012
Getafe,La Coruna,3,1,H,1,1,D,2012
Granada,Real Madrid,1,0,H,1,0,H,2012
Osasuna,Celta,1,0,H,0,0,D,2012
Ath Madrid,Betis,1,0,H,0,0,D,2012
Malaga,Zaragoza,1,1,D,1,1,D,2012
Sevilla,Vallecano,2,1,H,1,0,H,2012
Sociedad,Mallorca,3,0,H,0,0,D,2012
Valencia,Barcelona,1,1,D,1,1,D,2012
Celta,Valencia,0,1,A,0,0,D,2012
La Coruna,Granada,0,3,A,0,1,A,2012
Levante,Malaga,1,2,A,1,1,D,2012
Mallorca,Osasuna,1,1,D,0,0,D,2012
Real Madrid,Sevilla,4,1,H,2,0,H,2012
Ath Bilbao,Espanol,0,4,A,0,1,A,2012
Barcelona,Getafe,6,1,H,2,0,H,2012
Vallecano,Ath Madrid,2,1,H,2,0,H,2012
Zaragoza,Sociedad,1,2,A,0,2,A,2012
Betis,Valladolid,0,0,D,0,0,D,2012
Sevilla,La Coruna,3,1,H,3,1,H,2012
Getafe,Celta,3,1,H,3,1,H,2012
Granada,Barcelona,1,2,A,1,0,H,2012
Malaga,Ath Bilbao,1,0,H,1,0,H,2012
Osasuna,Zaragoza,1,0,H,1,0,H,2012
Espanol,Betis,1,0,H,1,0,H,2012
Real Madrid,Vallecano,2,0,H,2,0,H,2012
Sociedad,Levante,1,1,D,1,1,D,2012
Valencia,Mallorca,2,0,H,0,0,D,2012
Valladolid,Ath Madrid,0,3,A,0,1,A,2012
Ath Bilbao,Sociedad,1,3,A,1,1,D,2012
Barcelona,Sevilla,2,1,H,0,1,A,2012
La Coruna,Real Madrid,1,2,A,1,0,H,2012
Mallorca,Getafe,1,3,A,1,0,H,2012
Zaragoza,Valencia,2,2,D,2,1,H,2012
Ath Madrid,Espanol,1,0,H,1,0,H,2012
Betis,Malaga,3,0,H,3,0,H,2012
Celta,Granada,2,1,H,1,1,D,2012
Vallecano,Valladolid,1,2,A,0,0,D,2012
Levante,Osasuna,0,2,A,0,0,D,2012
Getafe,Zaragoza,2,0,H,1,0,H,2012
La Coruna,Vallecano,0,0,D,0,0,D,2012
Osasuna,Ath Bilbao,0,1,A,0,0,D,2012
Real Madrid,Barcelona,2,1,H,1,1,D,2012
Valencia,Levante,2,2,D,2,1,H,2012
Espanol,Valladolid,0,0,D,0,0,D,2012
Granada,Mallorca,1,2,A,1,1,D,2012
Malaga,Ath Madrid,0,0,D,0,0,D,2012
Sociedad,Betis,3,3,D,0,1,A,2012
Sevilla,Celta,4,1,H,2,1,H,2012
Betis,Osasuna,2,1,H,1,0,H,2012
Barcelona,La Coruna,2,0,H,1,0,H,2012
Mallorca,Sevilla,2,1,H,1,0,H,2012
Valladolid,Malaga,1,1,D,1,1,D,2012
Vallecano,Espanol,2,0,H,1,0,H,2012
Ath Bilbao,Valencia,1,0,H,0,0,D,2012
Ath Madrid,Sociedad,0,1,A,0,0,D,2012
Celta,Real Madrid,1,2,A,0,0,D,2012
Levante,Getafe,0,0,D,0,0,D,2012
Zaragoza,Granada,0,0,D,0,0,D,2012
La Coruna,Celta,3,1,H,1,0,H,2012
Getafe,Ath Bilbao,1,0,H,1,0,H,2012
Real Madrid,Mallorca,5,2,H,1,2,A,2012
Sociedad,Valladolid,4,1,H,3,0,H,2012
Valencia,Betis,3,0,H,1,0,H,2012
Barcelona,Vallecano,3,1,H,2,0,H,2012
Granada,Levante,1,1,D,1,0,H,2012
Malaga,Espanol,0,2,A,0,0,D,2012
Osasuna,Ath Madrid,0,2,A,0,1,A,2012
Sevilla,Zaragoza,4,0,H,1,0,H,2012
Celta,Barcelona,2,2,D,1,1,D,2012
Levante,Sevilla,1,0,H,1,0,H,2012
Vallecano,Malaga,1,3,A,1,1,D,2012
Zaragoza,Real Madrid,1,1,D,1,1,D,2012
Ath Madrid,Valencia,1,1,D,1,1,D,2012
Espanol,Sociedad,2,2,D,2,1,H,2012
Mallorca,La Coruna,2,3,A,1,1,D,2012
Valladolid,Osasuna,1,3,A,1,0,H,2012
Ath Bilbao,Granada,1,0,H,0,0,D,2012
Betis,Getafe,0,0,D,0,0,D,2012
Granada,Betis,1,5,A,0,3,A,2012
Barcelona,Mallorca,5,0,H,4,0,H,2012
La Coruna,Zaragoza,3,2,H,2,2,D,2012
Real Madrid,Levante,5,1,H,2,1,H,2012
Sociedad,Malaga,4,2,H,3,1,H,2012
Celta,Vallecano,0,2,A,0,1,A,2012
Getafe,Ath Madrid,0,0,D,0,0,D,2012
Osasuna,Espanol,0,2,A,0,0,D,2012
Valencia,Valladolid,2,1,H,1,0,H,2012
Sevilla,Ath Bilbao,2,1,H,1,0,H,2012
Betis,Sevilla,3,3,D,1,3,A,2012
Espanol,Valencia,3,3,D,1,0,H,2012
Levante,La Coruna,0,4,A,0,3,A,2012
Malaga,Osasuna,1,0,H,0,0,D,2012
Valladolid,Getafe,2,1,H,0,1,A,2012
